tempo (s),entrada (V),saida (V)
13.091219663619995,0.5,1.11
13.193532228469849,0.5,1.11
13.291972875595093,0.5,1.11
13.394294500350952,0.5,1.14
13.496649503707886,0.5,1.13
13.595018863677979,0.5,1.12
13.697365045547485,0.5,1.12
13.799798727035522,0.5,1.12
13.898143291473389,0.5,1.11
14.000494956970215,0.5,1.11
14.102824211120605,0.5,1.11
14.201246976852417,0.5,1.11
14.303556442260742,0.5,1.15
14.405967473983765,0.5,1.14
